transcription,conversation_no
yeah?,141
yeah.,141
That would be perfect.,141
"There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap.",141
Really?,141
Really?,141
yeah.,141
Cheap is exactly what I need- Because I have no money at all.,141
Okay.,141
Okay.,141
"But, uh--",141
How are you going to pay for school? Did- did you--?,141
"Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah.",141
"You've got a lot- oh, awesome.",141
Oh cool.,141
"So it comes Indian like. And you know I'm kind of smart, so.",141
Yeah.,141
"That helps, right?  Get some academic scholarships. And uh-",141
totally.,141
good for you.,141
"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go.",141
the way to do it.,141
"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care.",141
"Wow, are you so excited?",141
Right.,141
It's just you know a dream come true.  How could you not be excited about a dream come true?,141
"You're gonna be so busy, too. You're going to have to work so hard.",141
"Oh I know, I know.",141
"But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?",141
Oh good.,141
Oh totally.,141
Because you're doing something you love.  That's the kind of busy you want.  I want to be able to do that for the rest of my life.  Be that kind of busy.,141
All right.  Wow.  So exciting.,141
I had to tell you right away.  I knew you'd be excited.,141
We'll have fun.,141
Yeah.  We'll have so much fun.,141
Great.  Okay.,141
cool,141
"D.S.L. Extreme, can I help you?",142
"Hi, I need- I need some help.  I've been transferred to, like, eight different departments and I've told my problem to every single department, and then they just send me to another one and say they are going to send all my information so I won't have to repeat it, and then that person doesn't know what's going on.  And I've restated my story about eight different times and I just want somebody to help me get my connection back, because this happens every two weeks.  And I want to know what to do to stop it from happening again.",142
This happens every two weeks?,142
Yeah.  That my service just goes out.,142
You've lost your connection.,142
yeah.,142
okay.,142
"And I'll reset the IP address.  I will do like, you know, direct connect the modem to my computer, and then reset everything, and then put the router back in. And-",142
Hmm.  Mmm.,142
"Is not, It it It will work again for like a week and then it goes out again.",142
Has somebody tried to pin your site?,142
"Uh, yeah.  We've pinned it a couple of times.",142
"Okay. Um-  Well, I don't know.  And it consistently happens every two weeks?",142
"Pretty much, yeah - I don't know if it's, like, bad phone lines or something.",142
Okay.,142
"Well, you know what, does your D.S.L. cable -- you have D.S.L., right?",142
Hmm. Mmm.,142
"Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it --",142
yeah.,142
"It goes- It goes, like, through doorways.  But it goes a long distance.",142
"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished.",142
Oh really?,142
"Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on.",142
"Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --",142
"Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?",142
Uh huh.,142
"Okay, And uh- go ahead and click on run.",142
All right.,142
Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that?,142
"Yeah, I see that.",142
"Okay Uh- You've got your C calling, go ahead and type in directory list.",142
Okay.,142
And hit enter.,142
Okay.,142
Okay?  Can you tell me what that says?,142
"Uh, it it's like a bunch of different letter and numbers and stuff.",142
"Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter.",142
"Uh huh, Okay.",142
Okay?  Does it list your IP address there?,142
"Uh, yeah looks -- no, no.  It's set to zeros.",142
"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again.",142
Okay.,142
"what happening - So if we reset this, how will I know it's not going to happen again every other week?",142
"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --",142
Wow.  That would be amazing.  Really?,142
"Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore.",142
"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now.",142
I completely understand.,142
It's so frustrating.,142
Absolutely. And I just don't want that to happen to you anymore.,142
Thank you so much.,142
Absolutely.  It's a new service we are offering.,142
"Yeah, accountability.  It's awesome.",142
Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?,142
"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind.",142
"Great.  Well, that makes me very happy.  That makes us all happy here at D.S.L. Extreme.  Is there anything else I can help you with?",142
No.  I'm just gonna go have a fantastic day now.,142
All right.  You have a wonderful day.  Call us anytime.,142
Okay.  Thanks.,142
"All right.  Bye, bye.",142
What's he going to say?  Maybe we should tell him before he sees it.,143
He saw it.,143
When?  I was the first one up.  He was still in bed.  How could he have seen it?,143
He was out here when it broke.,143
When?,143
"I don't know, like, four o'clock this morning.  I heard a crack, and I woke up, and I looked out the window and he was standing right there when it broke.",143
What was he doing out here at four in the morning?,143
"I don't know, but after it broke he ran back inside and started crying in the kitchen.",143
Did you talk to him?,143
No.  I figured it was best to leave him alone.,143
He cried hard?,143
I could hear him right through the floor in my room.,143
"What was he doing out there at that hour?  He's getting just like after Larry died, walking around at night.  He dreams.",143
I guess he is.,143
What's the meaning of that?,143
"I don't know the meaning of it, but you know one thing Mom, we made a terrible mistake with dad.",143
What?,143
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,143
What do you mean dishonest?,143
You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him?,143
"What do you want to do, argue with him?",143
I don't want to argue with him.  But it's time he knows that nobody else thinks that Larry's alive anymore.,143
